code,filename,group,use,size,prompt,negative,notes
IMG-COL-011,bg-colony-council.webp,Colônia,Conselho,2560x1440,"modular colony council chamber, circular table and windows toward settlement, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-012,bg-colony-final-sunrise.webp,Colônia,Amanhecer final,2560x1440,"sunrise over thriving colony with distant ARK-01 in sky, emotional final, clean sky area, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-013,bg-colony-cemetery.webp,Colônia,Memorial da colônia,2560x1440,"small dignified memorial field beneath alien sky, simple markers without names, non-funereal hope, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-COL-014,bg-colony-school.webp,Colônia,Escola da colônia,2560x1440,"bright modular classroom and science learning area for first generation, no children visible, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-001,texture-panel-titanium.webp,UI e texturas,Textura titânio,2048x2048,"seamless brushed dark titanium panel texture, subtle scratches, uniform lighting, tileable, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-002,texture-panel-carbon.webp,UI e texturas,Textura compósito,2048x2048,"seamless dark aerospace composite texture, restrained and tileable, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-003,texture-glass-noise.webp,UI e texturas,Ruído de vidro,2048x2048,"subtle dark glass grain and fine dust pattern on black, uniform, tileable, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-004,bg-modal-engineering.webp,UI e texturas,Modal de engenharia,2560x1440,"abstract dark spacecraft blueprint grid with faint lines and no labels, low contrast, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-005,bg-modal-emergency.webp,UI e texturas,Modal de emergência,2560x1440,"dark red emergency-lit spacecraft wall texture, smoke haze, no signs, low detail center, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-006,bg-save-slots.webp,UI e texturas,Gerenciador de partidas,2560x1440,"archive room with illuminated mission data cores, symmetrical shelves and empty center, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-007,bg-credits.webp,UI e texturas,Créditos,2560x1440,"quiet view of ARK-01 crossing a star field, minimal composition with large dark text-safe area, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
IMG-UI-008,bg-accessibility.webp,UI e texturas,Acessibilidade,2560x1440,"neutral dark futuristic control room with soft even lighting and no focal clutter, ultra-realistic cinematic near-future space engineering, premium AAA game background, physically plausible architecture and materials, dark navy and graphite palette, brushed titanium, subtle cyan and amber practical lighting, controlled contrast, volumetric atmosphere, extremely detailed, credible scale, no readable text, no logos, no watermark","cartoon, anime, fantasy magic, retro pulp, low resolution, blurry, distorted geometry, duplicated objects, readable text, brand logos, NASA insignia, watermark, UI overlay, game HUD",
